Index,Start Time,End Time,Start Time (sec),Text,Movie
640,0:50:7,0:50:9,3007,Hey...,Ghostbusters
641,0:50:10,0:50:14,3010,"Hey, let me in! It's Louis! Somebody, let me in!",Ghostbusters
642,0:50:39,0:50:41,3039,Hello?,Ghostbusters
643,0:50:41,0:50:43,3041,"Hi, Mom.",Ghostbusters
644,0:50:43,0:50:45,3043,I've been busy.,Ghostbusters
645,0:50:45,0:50:47,3045,"Well... No, everything is fine.",Ghostbusters
646,0:50:47,0:50:51,3047,"Yeah. No, just that one time.",Ghostbusters
647,0:50:51,0:50:53,3051,"Oh, I am.",Ghostbusters
648,0:50:54,0:50:56,3054,I will.,Ghostbusters
649,0:50:57,0:51:1,3057,"I won't. Mom, I have to go. I have a date.",Ghostbusters
650,0:51:2,0:51:6,3062,"Yes. No, no one you know. It's...",Ghostbusters
651,0:51:7,0:51:10,3067,"Well, he's a Ghostbuster.",Ghostbusters
652,0:51:10,0:51:12,3070,Those guys on TV.,Ghostbusters
653,0:51:13,0:51:15,3073,"Yes, well, I'll have to let you know.",Ghostbusters
654,0:51:15,0:51:18,3075,Okay. Love to Dad.,Ghostbusters
655,0:51:18,0:51:21,3078,Right. Bye. Bye.,Ghostbusters
656,0:51:42,0:51:44,3102,"Oh, shit.",Ghostbusters
657,0:52:15,0:52:19,3135,Do you have any Excedrin or Extra Strength Tylenol?,Ghostbusters
658,0:52:19,0:52:22,3139,"Gee, I think all I got is acetylsalicylic acid. Generic.",Ghostbusters
659,0:52:22,0:52:26,3142,I can get 600 tablets of that for the same price as 300 of the name brand.,Ghostbusters
660,0:52:26,0:52:28,3146,Makes good financial sense. Good advice.,Ghostbusters
661,0:52:29,0:52:31,3149,"This is real smoked salmon from Nova Scotia, Canada...",Ghostbusters
662,0:52:31,0:52:33,3151,...24.95 a pound.,Ghostbusters
663,0:52:33,0:52:35,3153,"It only cost me 14.12 after tax, though.",Ghostbusters
664,0:52:35,0:52:37,3155,I'm giving this as a promotional expense.,Ghostbusters
665,0:52:37,0:52:41,3157,"That's why I invited clients instead of friends. Having a good time, Marv?",Ghostbusters
666,0:52:41,0:52:44,3161,How you doing? Have some Brie. It's at room temperature.,Ghostbusters
667,0:52:44,0:52:46,3164,You think it's too warm for Brie?,Ghostbusters
668,0:52:46,0:52:48,3166,"Louis, I'm going home.",Ghostbusters
669,0:52:48,0:52:51,3168,"Don't leave yet. Listen, maybe if we start dancing...",Ghostbusters
670,0:52:51,0:52:53,3171,...other people will join in.,Ghostbusters
671,0:52:53,0:52:55,3173,Okay.,Ghostbusters
672,0:52:58,0:53:1,3178,"Oh, don't move. I just gotta get the door.",Ghostbusters
673,0:53:2,0:53:4,3182, Ted! Annette!  Hi.,Ghostbusters
674,0:53:4,0:53:7,3184,I'm glad you could come. Give me your coats.,Ghostbusters
675,0:53:7,0:53:9,3187,"Everybody, this is Ted and Annette Fleming.",Ghostbusters
676,0:53:9,0:53:11,3189,How are you?,Ghostbusters
677,0:53:11,0:53:14,3191,Ted has a small carpetcleaning business in receivership.,Ghostbusters
678,0:53:14,0:53:17,3194,Annette's drawing a salary from a deferred bonus from two years ago.,Ghostbusters
679,0:53:17,0:53:21,3197,"They got 15,000 left on the house at 8 percent.",Ghostbusters
680,0:53:22,0:53:24,3202,So they're okay!,Ghostbusters
681,0:53:24,0:53:26,3204,Does anybody want to play Parcheesi?,Ghostbusters
682,0:53:29,0:53:31,3209,"Okay, who brought the dog?",Ghostbusters
683,0:53:53,0:53:58,3233,Help! There's a bear loose in my apartment! Help! Help!,Ghostbusters
684,0:54:1,0:54:2,3241,Help!,Ghostbusters
685,0:54:2,0:54:5,3242, What?  A bear in his apartment.,Ghostbusters
686,0:54:10,0:54:12,3250,I'm gonna bring this up at the tenants' meeting.,Ghostbusters
687,0:54:12,0:54:15,3252,There's not supposed to be any pets in the building.,Ghostbusters
688,0:54:30,0:54:35,3270,Let me in. There's gotta be a way in here. I gotta get...,Ghostbusters
689,0:54:38,0:54:41,3278,"Somebody, let me in!",Ghostbusters
690,0:54:47,0:54:49,3287,Nice doggy.,Ghostbusters
691,0:54:49,0:54:51,3289,Cute little pooch.,Ghostbusters
692,0:54:51,0:54:54,3291,Maybe I got a MilkBone.,Ghostbusters
693,0:55:13,0:55:15,3313, What happened?  Some moron brought...,Ghostbusters
694,0:55:15,0:55:19,3315,"...a cougar to a party, and it went berserk.",Ghostbusters
695,0:55:20,0:55:24,3320,"Hi, I'm going up to Dana Barrett's. Okay.",Ghostbusters
696,0:55:43,0:55:45,3343,Hello?,Ghostbusters
697,0:55:48,0:55:50,3348,"That's a different look for you, isn't it?",Ghostbusters
698,0:55:50,0:55:52,3350,Are you the Keymaster?,Ghostbusters
699,0:55:54,0:55:56,3354,Not that I know of.,Ghostbusters
