Index,Start Time,End Time,Start Time (sec),Text,Movie
574,1:27:45,1:27:48,5265, Shut it off behind us.  Kaboom!,Mad Max Fury Road
575,1:27:51,1:27:56,5271,And how exactly do we take The Citadel? Assuming we're still alive by then?,Mad Max Fury Road
576,1:27:56,1:27:59,5276,"If we can block the pass, it'll be easy.",Mad Max Fury Road
577,1:27:59,1:28:3,5279,All that's left are his war pups and War Boys too sick to fight.,Mad Max Fury Road
578,1:28:3,1:28:7,5283,And we'll be with Nux. He's a War Boy.,Mad Max Fury Road
579,1:28:7,1:28:10,5287,"He'll be bringing us home, bringing back what's stolen, as he's meant to.",Mad Max Fury Road
580,1:28:13,1:28:15,5293,Yeah.,Mad Max Fury Road
581,1:28:15,1:28:17,5295,It feels like hope.,Mad Max Fury Road
582,1:28:18,1:28:22,5298,I like this plan. We can start again.,Mad Max Fury Road
583,1:28:22,1:28:25,5302,Just like the old days.,Mad Max Fury Road
584,1:28:25,1:28:29,5305,"Look, it'll be a hard day.",Mad Max Fury Road
585,1:28:29,1:28:32,5309,"But I guarantee you that 160 days ridin' that way,",Mad Max Fury Road
586,1:28:35,1:28:37,5315,there's nothin' but salt.,Mad Max Fury Road
587,1:28:39,1:28:43,5319,"At least that way, you know, we might be able to...",Mad Max Fury Road
588,1:28:44,1:28:46,5324,together...,Mad Max Fury Road
589,1:28:47,1:28:48,5327,Come across some kind of redemption.,Mad Max Fury Road
590,1:29:19,1:29:23,5359,War rig! That's the war rig!,Mad Max Fury Road
591,1:29:33,1:29:36,5373, That's them.  Why are they going back?,Mad Max Fury Road
592,1:29:36,1:29:38,5376,Do they wish to surrender?,Mad Max Fury Road
593,1:29:39,1:29:42,5379,They are heading for the canyon.,Mad Max Fury Road
594,1:29:42,1:29:45,5382,They're going back to The Citadel!,Mad Max Fury Road
595,1:29:45,1:29:49,5385, They know it's undefended!  Bullocks!,Mad Max Fury Road
596,1:30:1,1:30:2,5401,Go!,Mad Max Fury Road
597,1:30:24,1:30:26,5424, What are you doing?  Praying.,Mad Max Fury Road
598,1:30:26,1:30:29,5426, To who?  Anyone that's listening.,Mad Max Fury Road
599,1:30:53,1:30:56,5453,"Here we go, girls!",Mad Max Fury Road
600,1:30:57,1:30:59,5457,That's mine!,Mad Max Fury Road
601,1:31:2,1:31:5,5462,"He'll try to get in front of us, spike our wheels.",Mad Max Fury Road
602,1:31:12,1:31:13,5472,Don't blow my engine.,Mad Max Fury Road
603,1:31:14,1:31:16,5474,I'm gonna nudge him. Just a little.,Mad Max Fury Road
604,1:31:29,1:31:32,5489,You filth! You traitored him!,Mad Max Fury Road
605,1:31:56,1:31:57,5516,Go.,Mad Max Fury Road
606,1:32:23,1:32:27,5543,Got to back off. Engine one is gone. Two's about to blow.,Mad Max Fury Road
607,1:32:27,1:32:29,5547,Right.,Mad Max Fury Road
608,1:32:29,1:32:31,5549,Are you a black thumb?,Mad Max Fury Road
609,1:32:31,1:32:34,5551,"All right. Engine one now. You and me, fifth wheel.",Mad Max Fury Road
610,1:32:35,1:32:37,5555,We'll unhook the tanker.,Mad Max Fury Road
611,1:32:48,1:32:51,5568,"One man, one bullet.",Mad Max Fury Road
