Index,Start Time,End Time,Start Time (sec),Text,Movie
51,0:4:28,0:4:31,268,"Oh, it's a sort of mildly terrifying facetoface thingy.",The Theory Of Everything
52,0:4:31,0:4:33,271, Like an interview?  An interrogation.,The Theory Of Everything
53,0:4:34,0:4:36,274,"And I told them that if they gave me a secondclass degree,",The Theory Of Everything
54,0:4:36,0:4:39,276,then I would stay with them and do my research at Oxford.,The Theory Of Everything
55,0:4:39,0:4:42,279,"But if they gave me the first that I needed to get into Cambridge,",The Theory Of Everything
56,0:4:42,0:4:45,282,then they would never have to see me again.,The Theory Of Everything
57,0:4:46,0:4:48,286,They gave you the first.,The Theory Of Everything
58,0:4:48,0:4:50,288, They gave me a first.  Of course.,The Theory Of Everything
59,0:4:51,0:4:56,291,"This party is officially deceased. Come on, I fixed up a ride home.",The Theory Of Everything
60,0:4:57,0:4:59,297,"Come on, Jane.",The Theory Of Everything
61,0:5:1,0:5:2,301,Jane.,The Theory Of Everything
62,0:5:2,0:5:4,302,"Well, it was lovely to talk to you.",The Theory Of Everything
63,0:5:4,0:5:6,304,Yes.,The Theory Of Everything
64,0:5:6,0:5:9,306,And I hope you find your equation.,The Theory Of Everything
65,0:5:10,0:5:11,310,Yes. Oh.,The Theory Of Everything
66,0:5:14,0:5:15,314,Bye.,The Theory Of Everything
67,0:5:16,0:5:17,316,Bye.,The Theory Of Everything
68,0:5:27,0:5:28,327, Stephen?  Oh.,The Theory Of Everything
69,0:5:29,0:5:30,329,Yeah.,The Theory Of Everything
70,0:5:39,0:5:41,339,"Well, then, here we are.",The Theory Of Everything
71,0:5:41,0:5:45,341,"A little challenge for you all, as you embark upon your separate doctoral journeys,",The Theory Of Everything
72,0:5:45,0:5:47,345,"whatever they may be, Mr. Hawking.",The Theory Of Everything
73,0:5:48,0:5:49,348,Pass them down.,The Theory Of Everything
74,0:5:50,0:5:53,350,"Something to separate the men from the boys, the wheat from the chaff,",The Theory Of Everything
75,0:5:53,0:5:57,353,"the mesons from the pi mesons, the quarks from the quacks.",The Theory Of Everything
76,0:5:57,0:6:1,357,"Ten questions, each more impregnable than the last.",The Theory Of Everything
77,0:6:1,0:6:2,361,Good luck.,The Theory Of Everything
78,0:6:2,0:6:5,362,"You'll need it. Shall we say Friday, 3:00?",The Theory Of Everything
79,0:6:6,0:6:8,366,This is going to hospitalize me.,The Theory Of Everything
80,0:6:11,0:6:15,371,"And, one. Drive! Two. Drive!",The Theory Of Everything
81,0:6:15,0:6:17,375,Three. Drive!,The Theory Of Everything
82,0:6:17,0:6:20,377," Stay long, Brian.  I'll give you something long.",The Theory Of Everything
83,0:6:20,0:6:24,380,"Stay long, Brian! Keep long, Brian!",The Theory Of Everything
84,0:6:24,0:6:25,384,Shut up!,The Theory Of Everything
85,0:6:25,0:6:27,385," Long, Brian!  I'm exhausted!",The Theory Of Everything
86,0:6:27,0:6:29,387,"Stay long, Brian!",The Theory Of Everything
87,0:6:32,0:6:34,392,"Flip it. Flip it, Wiggs.",The Theory Of Everything
88,0:6:35,0:6:38,395,"Somebody else, for once.",The Theory Of Everything
89,0:6:38,0:6:40,398," Can I get two more of those, please?  Yeah, sure.",The Theory Of Everything
90,0:6:40,0:6:42,400, And some change for the payphone.  Yeah.,The Theory Of Everything
91,0:6:54,0:6:56,414," Steve, you all right, mate?  Jane.",The Theory Of Everything
92,0:7:0,0:7:3,420,"No, of course, Timothy turned out to be an absolute cad.",The Theory Of Everything
93,0:7:3,0:7:6,423,"I mean, you'll never guess who I saw him with the other day. Caroline!",The Theory Of Everything
94,0:7:7,0:7:10,427,"For heaven's sake, she can have him, quite frankly.",The Theory Of Everything
95,0:7:12,0:7:14,432,What's the probability?,The Theory Of Everything
96,0:7:14,0:7:16,434,Reasonably low.,The Theory Of Everything
97,0:7:19,0:7:21,439,This is... This is Stephen.,The Theory Of Everything
98,0:7:21,0:7:23,441, Do you play croquet?  Croquet?,The Theory Of Everything
99,0:7:24,0:7:26,444,Not recently.,The Theory Of Everything
100,0:7:26,0:7:28,446,Sunday morning.,The Theory Of Everything
101,0:7:28,0:7:30,448,Actually busy Sunday mornings.,The Theory Of Everything
102,0:7:35,0:7:36,455,Him.,The Theory Of Everything
103,0:7:39,0:7:41,459,Okay.,The Theory Of Everything
104,0:7:47,0:7:51,467,"Anyway, before I was completely interrupted...",The Theory Of Everything
105,0:8:2,0:8:4,482,"Oh, come on, get up.",The Theory Of Everything
106,0:8:4,0:8:6,484,How many did you get?,The Theory Of Everything
107,0:8:7,0:8:10,487," Morning, Brian.  Good afternoon, Stephen.",The Theory Of Everything
108,0:8:11,0:8:12,491,How many of the impossible questions did you do?,The Theory Of Everything
109,0:8:12,0:8:15,492,"Brian, I have no idea what you're talking about.",The Theory Of Everything
110,0:8:15,0:8:17,495,"How many of Sciama's questions did you get, Stephen?",The Theory Of Everything
111,0:8:18,0:8:20,498, None.  You didn't get any?,The Theory Of Everything
112,0:8:20,0:8:21,500,I was going to do them later.,The Theory Of Everything
113,0:8:22,0:8:24,502, You haven't even looked at them.  No.,The Theory Of Everything
114,0:8:24,0:8:28,504,"Stephen, are you aware that you have voluntarily embarked upon a PhD in physics,",The Theory Of Everything
115,0:8:28,0:8:30,508, at the most prestigious college in England?  Yes.,The Theory Of Everything
116,0:8:30,0:8:33,510,I thought maybe you'd slept through the induction or something.,The Theory Of Everything
117,0:8:36,0:8:39,516, Bri?  What?,The Theory Of Everything
118,0:8:39,0:8:43,519," Can you whip on some Wagner?  Oh, sod off.",The Theory Of Everything
119,0:9:28,0:9:30,568," Come in, Stephen.  Sorry.",The Theory Of Everything
120,0:9:32,0:9:35,572,"Michael, that's so illegible, I can't quite decipher how wrong it is.",The Theory Of Everything
121,0:9:36,0:9:40,576,"I suspect enormously. And, Brian, that's just baffling.",The Theory Of Everything
122,0:9:40,0:9:43,580," Have you even bothered, Stephen?  Oh, sorry.",The Theory Of Everything
123,0:9:48,0:9:51,588,Right. Train timetables.,The Theory Of Everything
124,0:9:53,0:9:56,593,That's totally unacceptable. These expired a month ago.,The Theory Of Everything
125,0:9:56,0:9:59,596,"It's on the back, I had a little accident.",The Theory Of Everything
126,0:10:5,0:10:7,605,I could only do nine.,The Theory Of Everything
